taxon,evc.class.code
Lactuca watsoniana,TOL
Lafuentea rotundifolia,ASP
Lagarosiphon major,POT
Lagoecia cuminoides,TUB
Lagotis uralensis,TRI
Lagurus ovatus,CHE+TRA+TUB
Lamium album,EPI
Lamium amplexicaule var. amplexicaule,PAR
Lamium amplexicaule var. orientale,FES
Lamium flexuosum,POP
Lamium garganicum subsp. garganicum,THL
Lamium garganicum subsp. laevigatum,THL
Lamium glaberrimum,DRY
Lamium hybridum,CHE
Lamium maculatum,EPI
Lamium orvala,FAG
Lamium purpureum,PAR
Lamium tomentosum,LAM
Lamyropsis cynaroides,ART
Lamyropsis microcephala,GEN
Landoltia punctata,LEM
Lapiedra martinezii,LYG
Lappula deflexa,ART+SIS
Lappula heteracantha,ART
Lappula squarrosa,ART
Lapsana communis subsp. communis,EPI
Lapsana communis subsp. intermedia,EPI
Larix decidua var. decidua,PIC
Larix decidua var. polonica,PIC
Larix sibirica,BRA+PIC
Laser trilobum,GER+PUB
Laserpitium archangelica,MUL
Laserpitium gallicum,THL
Laserpitium halleri,TRI
Laserpitium hispidum,DRY+ERI+FES
Laserpitium krapfii subsp. gaudinii,THL
Laserpitium krapfii subsp. krapfii,ERI+PIC
Laserpitium latifolium subsp. asperum,GER
Laserpitium latifolium subsp. latifolium,GER+PUB
Laserpitium nestleri,GER+ONO
Laserpitium nitidum,SES
Laserpitium ochridanum,PUB
Laserpitium peucedanoides,SES
Laserpitium prutenicum subsp. dufourianum,ULI
Laserpitium prutenicum subsp. prutenicum,ALN+MOL
Laserpitium siler subsp. garganicum,ASP+GER
Laserpitium siler subsp. siculum,RUM
Lasiopogon muscoides,TUB
Lathraea clandestina,FAG
Lathraea rhodopaea,FAG
Lathraea squamaria subsp. squamaria,FAG
Lathraea squamaria subsp. tatrica,PIC
Lathyrus angulatus,CHE+TUB
Lathyrus annuus,CHE
Lathyrus aphaca,CHE
Lathyrus aureus,PUB
Lathyrus bauhinii,GER
Lathyrus cicera,CHE
Lathyrus cirrhosus,GER
Lathyrus clymenum,CHE+LYG
Lathyrus filiformis,FES
Lathyrus gmelinii,ASA+BRA
Lathyrus grandiflorus,GER+PUB
Lathyrus hallersteinii,FAG
Lathyrus heterophyllus,GER
Lathyrus hirsutus,CHE
Lathyrus inconspicuus,CHE+TUB
Lathyrus japonicus,LOI
Lathyrus laevigatus,SES
Lathyrus latifolius,GER
Lathyrus laxiflorus,FAG+PUB
Lathyrus linifolius,GER+QUE
Lathyrus niger,FAG+PUB
Lathyrus nissolia,CHE
Lathyrus ochraceus subsp. occidentalis,SES
Lathyrus ochraceus subsp. ochraceus,SES
Lathyrus ochrus,CHE
Lathyrus odoratus,CHE
Lathyrus pallescens,FES
Lathyrus palustris,ALN+MOL+PHR
Lathyrus pannonicus subsp. asphodeloides,MOL
Lathyrus pannonicus subsp. collinus,GER
Lathyrus pannonicus subsp. longestipulatus,ONO
Lathyrus pannonicus subsp. pannonicus,MOL
Lathyrus pannonicus subsp. varius,FES
Lathyrus pisiformis,BRA
Lathyrus pratensis subsp. lusseri,MOL
Lathyrus pratensis subsp. pratensis,MOL
Lathyrus pratensis subsp. velutinus,FES
Lathyrus pulcher,FES
Lathyrus roseus,FAG
Lathyrus rotundifolius,FAG
Lathyrus sativus,CHE
Lathyrus setifolius,CHE+TUB
Lathyrus sphaericus,CHE+TUB
Lathyrus sylvestris,GER
Lathyrus transsylvanicus,GER
Lathyrus tuberosus,PAR
Lathyrus venetus,PUB
Lathyrus vernus subsp. gracilis,FAG
Lathyrus vernus subsp. vernus,BRA+FAG
Launaea arborescens,PEG
Launaea cervicornis,CRI
Launaea fragilis,AMM+ROS
Launaea lanifera,PHA
Launaea nudicaulis,CHE
Launaea pumila,ROS
Laurus azorica,AZO
Laurus nobilis,QUI
Laurus novocanariensis,LAU
Lavandula angustifolia subsp. angustifolia,ONO
Lavandula angustifolia subsp. pyrenaica,ROS
Lavandula buchii,KLE
Lavandula canariensis,KLE
Lavandula dentata,ROS
Lavandula lanata,ROS
Lavandula latifolia,ROS
Lavandula minutolii,CAN
Lavandula multifida,LYG
Lavandula pedunculata,CYT+LAV
Lavandula pinnata,OLE+PEG
Lavandula stoechas subsp. luisieri,LAV
Lavandula stoechas subsp. stoechas,LAV+ROS
Lavandula viridis,ULI
Leersia oryzoides,PHR
Legousia falcata,TRA
Legousia hybrida,CHE
Legousia scabra,CHE+TUB
Legousia speculum-veneris,CHE
Leiomylia anomala,OXY
Lejeunea canariensis,ALN
Lejeunea hibernica,ALN
Lemna aequinoctialis,LEM
Lemna gibba,LEM
Lemna minor,LEM
Lemna minuta,LEM
Lemna perpusilla,LEM
Lemna trisulca,LEM
Lemna turionifera,LEM
Lemna valdiviana,LEM
Lens culinaris,PAR
Lens nigricans,TRA
Lens orientalis,PUB
Leontice leontopetalum,CHE
Leontodon berinii,THL
Leontodon biscutellifolius,DRY+FES
Leontodon boryi,IND
Leontodon bourgaeanus,THL
Leontodon crispus,ONO
Leontodon dubius,THL
Leontodon farinosus,ASP
Leontodon filii,TOL
Leontodon graecus,DAP
Leontodon hirtus,FES+ROS
Leontodon hispidus subsp. hastilis,MOL
Leontodon hispidus subsp. hispidus,FES+MOL
Leontodon hispidus subsp. montanus,TRI
Leontodon hyoseroides subsp. hyoseroides,THL
Leontodon hyoseroides subsp. pseudocrispus,THL
Leontodon incanus,FES
Leontodon maroccanus,CHE
Leontodon rigens,TOL
Leontodon saxatilis subsp. rothii,TRA+TUB
Leontodon saxatilis subsp. saxatilis,AMM
Leontodon tenuiflorus,FES
Leontodon tuberosus,BUL
Leontodon X nivatensis,TRI
Leontopodium nivale subsp. alpinum,SES
Leontopodium nivale subsp. nivale,ASP+SES
Leonurus cardiaca,ART
Leonurus marrubiastrum,ART
Leonurus quinquelobatus,EPI
Lepidium campestre,SIS
Lepidium cardamines,SAL
Lepidium cartilagineum,FEP
Lepidium densiflorum,DIG
Lepidium didymum,POL
Lepidium draba,ART
Lepidium graminifolium,DIG
Lepidium heterophyllum,THL
Lepidium hirtum subsp. hirtum,FES
Lepidium hirtum subsp. nebrodense,EPI
Lepidium hirtum subsp. stylatum,HER
Lepidium latifolium,CRY+FEP
Lepidium meyeri subsp. turczaninowii,CRI
Lepidium navasii,ISO
Lepidium perfoliatum,POL
Lepidium ruderale,POL
Lepidium squamatum,POL
Lepidium subulatum,ROS
Lepidium villarsii subsp. anticarium,ASP
Lepidium villarsii subsp. villarsii,SES
Lepidium virginicum,DIG
Leptoscyphus cuneifolius,AZO
Leptoscyphus porphyrius subsp. azoricus,AZO
Lesquerella arctica,KOB
Leucanthemella serotina,PHR
Leucanthemopsis alpina subsp. alpina,TRI
Leucanthemopsis alpina subsp. cuneata,IND
Leucanthemopsis alpina subsp. minima,TRI
Leucanthemopsis alpina subsp. tomentosa,GEN
Leucanthemopsis flaveola subsp. alpestris,IND
Leucanthemopsis flaveola subsp. flaveola,IND
Leucanthemopsis pallida subsp. pallida,IND
Leucanthemopsis pallida subsp. spathulifolia,ROS
Leucanthemopsis pectinata,IND
Leucanthemopsis pulverulenta,IND
Leucanthemum adustum subsp. adustum,SES
Leucanthemum adustum subsp. margaritae,ERI
Leucanthemum atratum,SES
Leucanthemum burnatii,ONO
Leucanthemum chloroticum,ASP
Leucanthemum coronopifolium subsp. ceratophylloides,THL
Leucanthemum coronopifolium subsp. coronopifolium,THL
Leucanthemum cuneifolium,SES
Leucanthemum delarbrei,TRI
Leucanthemum favargeri,ROS
Leucanthemum gallaecicum,ULI
Leucanthemum gaudinii subsp. barrelieri,SES
Leucanthemum gaudinii subsp. cantabricum,ONO
Leucanthemum gracilicaule,GER
Leucanthemum graminifolium,ONO
Leucanthemum halleri,THL
Leucanthemum heterophyllum,SES
Leucanthemum ircutianum subsp. crassifolium,CRI
Leucanthemum ircutianum subsp. ircutianum,MOL
Leucanthemum laciniatum,THL
Leucanthemum lithopolitanicum,SES
Leucanthemum maximum,FES
Leucanthemum merinoi,CRI
Leucanthemum monserratianum,ROS
Leucanthemum monspeliense,ASP
Leucanthemum montanum subsp. vogtii,GER
Leucanthemum pallens,ROS
Leucanthemum platylepis,FES
Leucanthemum pluriflorum,ULI
Leucanthemum rotundifolium,MUL
Leucanthemum subglaucum,PUB
Leucanthemum sylvaticum,GER
Leucanthemum vulgare subsp. eliasii,ONO
Leucanthemum vulgare subsp. vulgare,MOL
Leucanthemum X corunnense,CRI
Leucojum aestivum subsp. aestivum,FAG+POP
Leucojum aestivum subsp. pulchellum,PHR
Leucojum vernum,FAG+POP
Leucopoa carpatica,MUL
Leucopoa dimorpha,THL
Leucopoa laxa,THL
Leucopoa pulchella subsp. jurana,THL
Leucopoa pulchella subsp. pulchella,SES
Leucopoa spectabilis,THL
Leymus arenarius,AMM
Leymus racemosus subsp. racemosus,AMM
Leymus racemosus subsp. sabulosus,AMM
Leysera leyseroides,TUB
Ligularia carpathica,FES
Ligularia sibirica,SCH
Ligusticum albanicum,THL
Ligusticum corsicum,PIL
Ligusticum ferulaceum,THL
Ligusticum lucidum subsp. lucidum,SES+THL
Ligusticum lucidum subsp. seguieri,THL
Ligusticum mutellina,SES
Ligusticum mutellinoides,KOB+TRI
Ligusticum scothicum,JUN
Ligustrum lucidum,FAG
Ligustrum vulgare,RHA
Lilium bosniacum,MOL+MUG
Lilium bulbiferum subsp. bulbiferum,FES+GER
Lilium bulbiferum subsp. croceum,FES+GER
Lilium carniolicum,MUL+SES
Lilium jankae,TRI
Lilium martagon,FAG
Lilium pilosiusculum,BRA+MOL
Lilium pomponium,SES
Lilium pyrenaicum,MUL
Lilium rhodopaeum,MOL
Limbarda crithmoides subsp. crithmoides,JUN+SAL
Limodorum abortivum,PUB
Limodorum trabutianum,PUB+QUI
Limoniastrum monopetalum,SAL
Limonium acutifolium,CRI
Limonium album,CRI
Limonium algarvense,SAL
Limonium alutaceum,FEP
Limonium ampuriense,CRI
Limonium anfractum,CRI
Limonium angustebracteatum,SAL
Limonium antipaxorum,CRI
Limonium antonii-llorensii,SAL
Limonium apulum,CRI
Limonium aragonense,SAL
Limonium arborescens,OLE
Limonium arcuatum,CRI
Limonium articulatum,CRI
Limonium artruchium,CRI
Limonium astypaleanum,CRI
Limonium athinense,CRI
Limonium atticum,CRI
Limonium aucheri,CRI
Limonium auriculae-ursifolium,SAL
Limonium avei,SAG
Limonium balearicum,CRI
Limonium bellidifolium,KAL+SAL
Limonium biflorum,CRI
Limonium binervosum,CRI
Limonium bocconei,CRI
Limonium boirae,SAL
Limonium bolosii,CRI
Limonium bosanum,CRI
Limonium bourgaei,OLE
Limonium brassicifolium,OLE
Limonium brevipetiolatum,SAL
Limonium bulgaricum,FEP
Limonium bungei,FEP
Limonium caesium,SAL
Limonium calabrum,CRI
Limonium calcarae,LYG
Limonium calliopsium,CRI
Limonium cancellatum,CRI
Limonium capitis-marci,CRI
Limonium capraiense,CRI
Limonium carpathum,CRI
Limonium carpetanicum,SAL
Limonium carregadorense,CRI
Limonium carthaginense,ROS
Limonium catalaunicum,SAL
Limonium cavanillesii,SAL
Limonium cephalonicum,CRI
Limonium chersonesum,CRI
Limonium chrisianum,CRI
Limonium circaei,CRI
Limonium cofrentanum,SAL
Limonium compactum,CRI+SAL
Limonium compactyonis,SAL
Limonium confusum,SAL
Limonium connivens,CRI
Limonium contortirameum,CRI
Limonium contractum,CRI
Limonium coralliforme,CRI
Limonium cordatum,CRI
Limonium cordovillense,SAL
Limonium corinthiacum,CRI
Limonium cornararium,CRI
Limonium cornusianum,CRI
Limonium coronense,CRI
Limonium corsicum,CRI
Limonium cossonianum,SAL
Limonium costae,SAL
Limonium cosyrense,CRI
Limonium crateriforme,CRI
Limonium creticum,CRI
Limonium cumanum,CRI
Limonium cunicularium,CRI
Limonium cythereum,CRI
Limonium damboldtianum,CRI
Limonium danubiale,KAL
Limonium daveaui,SAL
Limonium delicatulum subsp. angustibracteatum,SAL
Limonium delicatulum subsp. delicatulum,SAL
Limonium dendroides,OLE
Limonium densiflorum,JUN
Limonium densissimum,SAL
Limonium dichotomum,SAL
Limonium dictyocladum,JUN
Limonium diomedeum,CRI
Limonium divaricatum,CRI
Limonium dodartii,CRI
Limonium doerfleri,CRI
Limonium dolihiense,CRI
Limonium dragonericum,CRI
Limonium dubium,SAL
Limonium dubyi,SAL
Limonium dufourii,CRI
Limonium ebusitanum,CRI
Limonium echioides,SAG+TRA
Limonium emarginatum,CRI
Limonium erectum,SAL
Limonium escarrei,CRI
Limonium estevei,ROS
Limonium etruscum,JUN
Limonium florentinum,CRI
Limonium fontqueri,CRI
Limonium formenterae,SAL
Limonium fragile,CRI
Limonium frederici,CRI+PEG
Limonium fruticans,KLE
Limonium furfuraceum,SAL
Limonium gallurense,CRI
Limonium geronense,CRI
Limonium gibertii,SAL
Limonium girardianum,SAL
Limonium glomeratum,SAL
Limonium gmelinii,FEP+KAL
Limonium gougetianum,CRI
Limonium grabusae,CRI
Limonium graecum subsp. divaricatum,CRI
Limonium graecum subsp. graecum,CRI
Limonium grosii,SAG
Limonium gymnesicum,CRI
Limonium helenae,CRI
Limonium heraionense,CRI
Limonium hermaeum,CRI
Limonium heterospicatum,SAL
Limonium hibericum,SAL
Limonium hierapetrae,CRI
Limonium humile,JUN
Limonium hyblaeum,CRI
Limonium hypanicum,FEP
Limonium hyssopifolium,CRI+SAL
Limonium ikaricum,CRI
Limonium imbricatum,CRI
Limonium inarimense,CRI
Limonium insigne,SAL
Limonium insulare,SAL
Limonium intermedium,SAL
Limonium isidorum,CRI
Limonium ithacense,CRI
Limonium jagypicum,CRI
Limonium kardamylii,CRI
Limonium kirikosicum,CRI
Limonium lacinium,CRI
Limonium laetum,SAL
Limonium lanceolatum,SAL
Limonium latibracteatum,SAL
Limonium latifolium,JUN
Limonium lausianum,CRI
Limonium legrandii,SAL
Limonium lobatum,TUB
Limonium lobetanicum,SAL
Limonium lopadusanum,CRI
Limonium lowei,CRI
Limonium lychnidifolium,JUN
Limonium macrophyllum,AEO
Limonium magallufianum,SAL
Limonium majoricum,CRI
Limonium majus,SAL
Limonium malacitanum,CRI
Limonium marisolii,CRI+SAL
Limonium meandrinum,CRI
Limonium melitense,ASP
Limonium messeniacum,CRI
Limonium meyeri,CRI
Limonium microcycladicum,CRI
Limonium migjornense,SAL
Limonium minoricense,CRI
Limonium minus,SAL
Limonium minutum,CRI
Limonium monolithicum,CRI
Limonium morisianum,ASP
Limonium multiflorum,CRI
Limonium multiforme,CRI
Limonium muradense,CRI
Limonium narbonense,JUN+SAL
Limonium normannicum,CRI
Limonium nymphaeum,CRI
Limonium obtusifolium,CRI
Limonium occidentalis,CRI
Limonium ocymifolium,CRI
Limonium oligotrichum,CRI
Limonium opulentum,PEG
Limonium oristanum,SAL
Limonium ovalifolium subsp. canariense,MOQ
Limonium ovalifolium subsp. ovalifolium,CRI
Limonium ovalifolium subsp. pyramidatum,CRI
Limonium palmare,CRI
Limonium papillatum var. callibotryum,MOQ
Limonium papillatum var. papillatum,CRI
Limonium patrimoniense,CRI
Limonium pectinatum var. pectinatum,CRI
Limonium pectinatum var. solandri,CRI
Limonium pegasaeum,CRI
Limonium perezii,OLE
Limonium phitosianum,CRI
Limonium pigadiense,CRI
Limonium pinillense,SAL
Limonium plurisquamatum,CRI
Limonium pontium,CRI
Limonium portopetranum,CRI
Limonium preauxii,OLE
Limonium proliferum,CRI
Limonium pseudarticulatum,CRI
Limonium pseudebusitanum,CRI
Limonium pseudodictyocladum,CRI
Limonium pseudohermaeum,CRI
Limonium pseudolaetum,SAL
Limonium puberulum,OLE
Limonium pulviniforme,SAL
Limonium pusillum,CRI
Limonium pylium,CRI
Limonium quesadense,SAL
Limonium quinnii,CRI
Limonium racemosum,ROS
Limonium ramosissimum subsp. siculum,SAL
Limonium recticaule,CRI
Limonium redivivum,OLE
Limonium remotispiculum,CRI
Limonium reniforme,AEL
Limonium retirameum,CRI+JUN
Limonium retusum,SAL
Limonium revolutum,CRI
Limonium ruizii,SAL
Limonium runemarkii,CRI
Limonium samium,CRI
Limonium santapolense,SAL
Limonium saracinatum,CRI
Limonium sareptanum,FEP
Limonium sartorianum,CRI
Limonium saxicolum,CRI
Limonium schinousae,CRI
Limonium scoparium,KAL
Limonium scopulorum,CRI
Limonium scorpioides,SAL
Limonium serotinum,JUN
Limonium sieberi,CRI
Limonium sinuatum,CRI
Limonium sirinicum,CRI
Limonium sitiacum,CRI
Limonium soboliferum,SAL
Limonium sommerianum,CRI
Limonium sougiae,CRI
Limonium spectabile,CRI+KLE
Limonium spreitzenhoferi,CRI
Limonium squarrosum,SAL
Limonium stenophyllum,SAL
Limonium stenotatum,CRI+SAL
Limonium strictissimum,CRI
Limonium sucronicum,SAL
Limonium suffruticosum,KAL
Limonium sulcitanum,CRI
Limonium supinum,SAL
Limonium sventenii,OLE
Limonium tabernense,ROS
Limonium taenari,CRI
Limonium tenuicaule,CRI
Limonium tenuiculum,CRI
Limonium tenuifolium,CRI
Limonium tharrosianum,CRI
Limonium thirae,CRI
Limonium tibulatium,CRI
Limonium tigulianum,CRI+SAL
Limonium tobarrense,SAL
Limonium todaroanum,ASP
Limonium toletanum,SAL
Limonium tomentellum,FEP
Limonium tournefortii,SAL
Limonium tremolsii,CRI
Limonium tschurjukiense,FEP
Limonium tyrrhenicum,CRI
Limonium ursanum,CRI
Limonium vanandense,CRI
Limonium vestitum subsp. brusnicense,CRI
Limonium vestitum subsp. vestitum,CRI
Limonium viciosoi,SAL
Limonium viniolae,CRI
Limonium virgatum,CRI+SAL
Limonium vravronense,CRI
Limonium vulgare,JUN
Limonium wiedmannii,SAL
Limonium xerocamposicum,CRI
Limonium xiliense,CRI
Limonium zacynthium,CRI
Limonium zeraphae,CRI
Limosella aquatica,ISO
Linaria aeruginea,IND
Linaria algarviana,TUB
Linaria alpina subsp. alpina,THL
Linaria alpina subsp. filicaulis,THL
Linaria alpina subsp. petraea,THL
Linaria amethystea subsp. amethystea,CHE+TUB
Linaria amoi,PHA
Linaria angustissima,FES
Linaria arcusangeli,ASP
Linaria arenicola,TUB
Linaria arvensis,PAR
Linaria badalii,THL
Linaria biebersteinii,FES
Linaria caesia,ASP
Linaria cavanillesii,ASP
Linaria chalepensis,CHE
Linaria clementei,PHA
Linaria cretacea,FES
Linaria dalmatica,ART
Linaria debilis,FES
Linaria elegans,TUB
Linaria faucicola,THL
Linaria ficalhoana,TUB
Linaria flava subsp. sardoa,TUB
Linaria genistifolia,DRY+FES+PYR
Linaria glacialis,THL
Linaria glauca subsp. bubanii,THL
Linaria hirta,CHE
Linaria huteri,TUB
Linaria intricata,TUB
Linaria lamarckii,AMM
Linaria latifolia,CHE
Linaria micrantha,CHE+TRA+TUB
Linaria microsepala,THL
Linaria munbyana,TUB
Linaria nigricans,TUB
Linaria nivea,EPI
Linaria oblongifolia subsp. aragonensis,TUB
Linaria oblongifolia subsp. benitoi,TUB
Linaria oblongifolia subsp. haenseleri,TRA
Linaria oblongifolia subsp. oblongifolia,TUB
Linaria oligantha,TUB
Linaria orbensis,CHE
Linaria pedunculata,TUB
Linaria pelisseriana,TUB
Linaria peloponnesiaca,ART
Linaria platycalyx,TUB
Linaria polygalifolia subsp. lamarckii,AMM
Linaria polygalifolia subsp. polygalifolia,AMM
Linaria propinqua,THL
Linaria purpurea,THL
Linaria reflexa,TRA
Linaria repens,THL
Linaria ricardoi,CHE
Linaria sabulosa,COR
Linaria saturejoides subsp. angustealata,TUB
Linaria saturejoides subsp. saturejoides,TUB
Linaria saxatilis,THL+TUB
Linaria simplex,COR+TRA
Linaria spartea,TUB
Linaria supina,THL
Linaria tonzigii,THL
Linaria triornithophora,GER
Linaria triphylla,CHE
Linaria tursica,TUB
Linaria verticillata subsp. anticaria,PHA
Linaria verticillata subsp. lilacina,ASP
Linaria verticillata subsp. verticillata,ASP
Linaria viscosa subsp. spicata,TUB
Linaria viscosa subsp. viscosa,CHE
Linaria vulgaris,ART
Lindernia anagallidea,ISO
Lindernia dubia,ISO+ORY
Lindernia procumbens,ISO
Linnaea borealis,PIC
Linum alpinum,SES
Linum arboreum,ASP
Linum austriacum subsp. austriacum,FES
Linum austriacum subsp. collinum,ONO
Linum austriacum subsp. euxinum,FES
Linum bienne,MOL+SAC
Linum campanulatum,ROS
Linum capitatum,SES
Linum catharticum subsp. catharticum,FES
Linum catharticum subsp. suecicum,FES
Linum corymbulosum,TRA
Linum dolomiticum,FES
Linum extraaxillare,SES
Linum flavum,FES
Linum hirsutum subsp. glabrescens,FES
Linum hirsutum subsp. hirsutum,DRY+FES
Linum leonii,FES
Linum maritimum,JUN
Linum montanum,SES
Linum narbonense,LYG+ONO
Linum nervosum,FES
Linum nodiflorum,TRA
Linum pallasianum,FES
Linum pubescens,ROS
Linum punctatum subsp. punctatum,RUM
Linum strictum var. spicatum,TRA
Linum strictum var. strictum,TRA
Linum suffruticosum subsp. appressum,ONO
Linum suffruticosum subsp. dolomiticum,ASP
Linum suffruticosum subsp. salsoloides,ONO
Linum suffruticosum subsp. suffruticosum,ROS
Linum tauricum subsp. linearifolium,DRY
Linum tauricum subsp. serbicum,FES
Linum tenue,MOL
Linum tenuifolium,FES+ONO
Linum trigynum,TUB
Linum ucranicum,FES
Linum usitatissimum,PAR
Linum viscosum,FES
Lipandra polysperma,BID+PAR
Liparis loeselii,SCH
Lithodora fruticosa,ROS
Lithospermum officinale,GER
Littorella uniflora,LIT
Lloydia serotina,KOB
Lobelia dortmanna,LIT
Lobelia urens,MOL
Lobularia canariensis subsp. marginata,PEG
Lobularia canariensis subsp. rosula-venti,MOQ
Lobularia libyca,CHE
Lobularia maritima,AMM
Loeflingia baetica,TUB
Loeflingia hispanica,TUB
Loeskypnum badium,SCH
Lolium canariense,OLE
Lolium lowei,KLE
Lolium multiflorum,MOL
Lolium parabolicae,AMM
Lolium perenne,BUL+MOL
Lolium remotum,PAR
Lolium rigidum,CHE
Lolium subulatum,CHE
Lolium temulentum,PAR
Lomatogonium carinthiacum,KOB
Lomatogonium rotatum,JUN
Lomelosia albocincta,ASP
Lomelosia argentea,COR
Lomelosia crenata subsp. crenata,THL
Lomelosia crenata subsp. dallaportae,ASP
Lomelosia cretica,ASP
Lomelosia divaricata,TUB
Lomelosia graminifolia,FES+ONO
Lomelosia minoana,ASP
Lomelosia pulsatilloides subsp. macropoda,ROS
Lomelosia pulsatilloides subsp. pulsatilloides,ROS
Lomelosia simplex,TRA+TUB
Lomelosia sphaciotica,THL
Lomelosia stellata,TRA+TUB
Lonicera alpigena subsp. alpigena,FAG
Lonicera alpigena subsp. formanekiana,FAG
Lonicera arborea,RHA
Lonicera biflora,NER
Lonicera borbasiana,MUG
Lonicera caerulea subsp. caerulea,PIC
Lonicera caerulea subsp. pallasii,PIC
Lonicera caprifolium,FAG+RHA
Lonicera caucasica,FAG
Lonicera etrusca,LAU+PUB
Lonicera implexa,QUI+RHA
Lonicera japonica,RHA
Lonicera nigra,FAG+PIC
Lonicera periclymenum subsp. hispanica,RHA
Lonicera periclymenum subsp. periclymenum,LON+QUE
Lonicera pileata,FAG
Lonicera pyrenaica,ASP
Lonicera splendida,RHA
Lonicera tatarica,POP
Lonicera xylosteum,FAG+RHA
Lophocolea bidentata,GER
Loranthus europaeus,PUB
Lotus aegaeus,TUB
Lotus alpinus,SES
Lotus angustissimus,ISO
Lotus arenarius,TUB
Lotus arinagensis,MOQ
Lotus azoricus,CAK
Lotus berthelotii,CAN
Lotus borbasii,FES
Lotus callis-viridis,AEO+CRI+KLE
Lotus campylocladus,CAN
Lotus castellanus,TUB
Lotus conimbricensis,ISO+TUB
Lotus corniculatus subsp. carpetanus,IND
Lotus corniculatus subsp. corniculatus,MOL
Lotus corniculatus subsp. delortii,ONO
Lotus corniculatus subsp. glacialis,TRI
Lotus creticus,CRU
Lotus cytisoides,CRI+CRU
Lotus dumetorum,AEO
Lotus edulis,CHE+TRA
Lotus emeroides,AEO+OLE
Lotus eremiticus,OLE
Lotus glaucus,CRI+MOQ
Lotus hillebrandii,CAN
Lotus hispidus,TUB
Lotus holosericeus,CAN
Lotus kunkelii,MOQ
Lotus lancerottensis,MOQ
Lotus longisiliquosus,TRA
Lotus loweanus,CRI
Lotus macranthus,OLE
Lotus maculatus,CRI
Lotus mascaensis,OLE
Lotus ornithopodioides,CHE+TRA
Lotus parviflorus,ISO
Lotus pedunculatus,ALN+MOL
Lotus peregrinus,TRA
Lotus preslii,CRI
Lotus pyranthus,CAN
Lotus sessilifolius,KLE+TUB
Lotus spartioides,CAN
Lotus subbiflorus,TRA
Lotus tenellus,CRI+MOQ
Lotus tenuis,FEP+MOL+SAG
Lotus tetragonolobus,CHE
Lotus tetraphyllus,ROS
Ludwigia grandiflora,POT
