taxon;rl;a;b;r;rl.al;rl.bm;rl.nv;rl.sv;rl.pa;o.v;o.nt;o.ot;o.s;o.k;o.st;o.o;o.n;o.w;o.b;responsibility;distribution;lifeform
Cirsium palustre;LC;5;-1;-1;●;●;●;NT;VU;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Cirsium pannonicum;VU;3;-2;-2;●;RE?;RE;EN;EN;;;;–;●;●;●;●;●;●;;Eur;S
Cirsium rivulare;VU;3;-2;-2;●;EN;●;●;EN;●;●;–;●;●;●;●;●;●;●;;Eur;S
Cirsium spinosissimum;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Alp;S
Cirsium tuberosum;CR;1;-3;-3;●;;;;;;●;;;;;;;;;;Eur;S
Cirsium vulgare;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Cladium mariscus;VU;3;-1;-2;●;;EN;;●;●;●;;●;●;●;●;●;u;●;;Kosm;S
Cleistogenes serotina;VU;2;-1;-1;●;;;;●;;●;;;;;;●;;●;;Euras;S
Clematis alpina;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;–;;Eur;S
Clematis integrifolia;EN;2;-2;-1;;;;;●;;;;u;;;?;●;†,u;†;;Euras;S
Clematis recta;NT;3;-1;-1;●;●;VU;EN;●;;;;;●;●;●;●;●;●;;Eur;S
Clematis vitalba;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);B
Clinopodium foliosum ined.;NT;2;0;-1;●;CR;CR;;n;;;;●;●;●;●;●;●;–;;Eur;S
Clinopodium grandiflorum;LC;1;0;0;●;;n;;;;;;;●;;u;;;;;Eur;S
Clinopodium menthifolium;VU;2;-1;0;●;CR*;RE*;●;●;●;?;–;●;●;●;●;●;le;●;;Eur;S
Clinopodium nepeta s.str.;VU;2;-1;0;●;;;;;●;●;●;;●;;;;;;;Eur (Kosm);S
Clinopodium vulgare;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Cochlearia excelsa;VU;1;0;-1;●;;;;;;;;;●;●;;;;;E;ZE-Alp!;S
Cochlearia macrorrhiza;CR;1;-3;-3;;;;;●;;;;;;;;†,●;;;E;Ö*!;S
Cochlearia pyrenaica s.str.;EN;2;-2;-2;●;;RE;;;;;;;;●;●;●;;;;Eur;S
Coeloglossum viride;LC;4;-1;-1;●;CR;RE;CR;CR;●;●;●;●;●;●;●;●;†;●;;Hol;S
Colchicum autumnale;LC;5;-1;-1;●;NT;NT;NT;●;●;●;●;●;●;●;●;●;●;●;;Eur (Hol);S
Colchicum bulbocodium;EN;1;0;-2;●;;;;;;;;;●;;;;;;D;Eur;S
Coleanthus subtilis;EN;2;-2;-2;;●;;;;;;;;;;;●;;;;Hol;H
Colutea arborescens;NT;2;0;-1;●*;n;n;n;●*;†*;●*;;–;u;le;u;●*;●*;●*;;Eur (Hol);B
Comarum palustre;VU;3;-2;-2;●;●;●;CR;;●;●;●;●;●;●;●;●;;●;;Hol;S
Comastoma nanum;LC;2;0;0;●;;;;;;●;●;●;●;;;;;;S;E-Alp;H
Comastoma tenellum;LC;3;0;0;●;;;;;●;●;●;●;●;●;;;;;;Hol;H
Conioselinum tataricum;EN;1;-1;-1;●;;;;;;;;●;●;●;;;;;D;Euras;S
Conium maculatum;LC;3;0;0;●;NT;●;●;●;u;●*;u;●;●;●;●;●;●;●;;Euras (Kosm);H
Conringia austriaca;VU;1;0;-1;;;;;●;;;;;;;–;●;●;;;Eur;H
Conringia orientalis;CR;1;-3;-2;n;;n;;●;u;u;;u;u;u;†*;●;●;●;;Euras (Kosm);H
Convallaria majalis;LC;5;-1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Convolvulus arvensis;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Convolvulus cantabrica;EN;1;-1;-1;RE;;;;●;;;;;;;;●;;;D;Eur;S
Convolvulus sepium;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Corallorhiza trifida;LC;4;-1;0;●;CR;RE?;CR;CR;●;●;●;●;●;●;●;●;†;●;;Hol;S
Corispermum nitidum;CR;1;-3;-2;;;;;●;;;;;;;;†?;●;–;;Eur (Hol);H
Corispermum pallasii;n;;;;;;;;;;u;–;;;;–;le;u;;;;H
Cornus mas;LC;4;-1;-1;●;VU;●;EN;●;●*;u;u;le;●*;●;●;●;●;●;;Eur;B
Cornus sanguinea subsp. australis;n;;;;;;;;;;e;u;e;u;u;le;u;;u;;;B
Cornus sanguinea subsp. sanguinea;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur;B
Cornus sericea;n;;;;;;;;;le;e;le;e;e;u;e;le;le;;;;B
Coronilla coronata;VU;2;-1;-1;●;;;;●;;●;;;?;●;●;●;●;●;;Eur;S
Coronilla vaginalis;LC;3;0;0;●;;RE;;VU;●;●;●;●;●;●;●;●;;;;Eur;S
Corydalis capnoides;EN;1;-1;-1;●;;;;;;;†?;–;†;●;;;;;D;Euras;S
Corydalis cava;LC;4;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur;S
Corydalis intermedia;LC;3;0;0;●;VU;VU;;VU;●;●;●;●;●;●;●;●;●;●;;Eur;S
Corydalis pumila;NT;2;0;-1;;;;;●;;;;;;;–;●;●;●;;Eur;S
Corydalis solida;LC;4;0;-1;●;●;;●;●;;;;–;●;●;–;●;u;●;;Eur (Hol);S
Corylus avellana;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Hol);B
Corynephorus canescens;CR;1;-2;-2;;;;;●;;;;;;;–;●;;;;Eur;S
Cota austriaca;LC;4;-1;0;EN;VU;RE?;VU;●;u;u;;u;u;●;u;●;●;●;;Eur;H
Cota tinctoria;NT;3;-1;-1;VU;●;EN;n;●;u;u;u;u;●;●;●;●;●;●;;Euras (Hol);S
Cotinus coggygria;LC;1;0;0;CR;n;n;;●;;le;;u;;●;le?;●;u;;;Euras (Hol);B
Cotoneaster bullatus;n;;;;;;;;;u;e;le;le;u;;le?;u;u;;;;B
Cotoneaster dammeri;n;;;;;;;;;u;u;u;le;;u;u;u;u;;;;B
Cotoneaster dielsianus;n;;;;;;;;;le;e;le;le;u;;u;u;u;;;;B
Cotoneaster divaricatus;n;;;;;;;;;le;e;e;le;le;u;e;e;le;u;;;B
Cotoneaster franchetii;n;;;;;;;;;;;;;;;u;le;u;;;;B
Cotoneaster horizontalis;n;;;;;;;;;le;e;le;e;le;le;le;le;u;u;;;B
Cotoneaster integerrimus;LC;4;0;0;●;●;CR;;NT;●;●;●;●;●;●;●;●;●;●;;Eur;B
Cotoneaster melanocarpus;n;;;;;;;;;;;;?;;;;?;le;;;;B
Cotoneaster tomentosus;LC;4;0;0;●;RE?;CR;;VU;●;●;●;●;●;●;●;●;●;●;;Eur;B
Crambe tataria;EN;1;0;-2;;;;;●;;;;;;;;●;;;D;Euras;H
Crassula aquatica;RE;†;†;†;;RE;;;;;;;;;;;†;;;;Kosm;H
Crataegus germanica;n;;;;;;;;;u;;;u;;u;u;le;u;;;;B
Crataegus laevigata;LC;4;0;-1;●;●;●;VU;●;●;●;–;●;†;●;●;●;●;●;;Eur;B
Crataegus lindmanii;G;?;?;?;●;●;●;?;●;●;;;●;●;●;●;?;;;;Eur;B
Crataegus monogyna;LC;5;-1;-1;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur;B
Crataegus praemonticola;G;?;?;?;●;●;●;●;●;;●;–;;●;●;●;●;●;?;;Eur;B
Crepis alpestris;NT;3;-1;0;●;;RE;;;●;●;●;●;●;●;●;●;;;;Eur;S
Crepis aurea;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Crepis biennis;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur;H
Crepis blattarioides;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Crepis capillaris;LC;4;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);H
Crepis conyzifolia;NT;3;-1;0;●;;CR;;;●;●;●;●;●;●;●;;;;;Eur;S
Crepis foetida subsp. rhoeadifolia;LC;3;0;0;●;;n;n;●;;u;;le;u;u;e?;●;●;●;;Eur;H
Crepis froelichiana subsp. dinarica;VU;2;-1;-1;●;;;;;le;;●;;●;;;;;;;Eur;S
Crepis jacquinii subsp. jacquinii;LC;3;0;0;●;;;;;;;;●;;●;●;●;;;;Eur;S
Crepis jacquinii subsp. kerneri;LC;3;0;0;●;;;;;●;●;●;●;●;●;;;;;;Eur;S
Crepis mollis;VU;3;-2;-1;●;●;●;;;●;●;–;●;●;●;●;●;;;;Eur;S
Crepis mollis subsp. mollis;G;?;?;?;●;;●;;;;;;●;;●;●;●;;;;Eur;S
Crepis mollis subsp. succisifolia;G;?;?;?;●;●;●;;;●;●;–;●;●;;●;●;;;;Eur;S
Crepis paludosa;LC;5;-1;0;●;NT;NT;VU;EN;●;●;●;●;●;●;●;●;●;●;;Eur;S
Crepis pannonica;CR;1;-2;-2;;;;;●;;;;;;;;●;;;;Euras;S
Crepis pontana;LC;3;0;-1;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Crepis praemorsa;EN;2;-2;-2;●;●;CR;CR;●;●;●;;†;†?;●;●;●;●;●;;Euras;S
Crepis pulchra;n;;;;;;;;;;;;–;u;;?;e;u;le;;;H
Crepis pygmaea;n;;;;;;;;;;;;;;;;le;;;;;S
Crepis rhaetica;EN;1;-1;-1;●;;;;;;●;;;;;;;;;;Alp;S
Crepis setosa;LC;3;1;0;n;;n;VU;●;u;u;;u;;u;u;●;●;●;;Eur (Kosm);H
Crepis tectorum;NT;3;-1;-1;VU;●;EN;EN;●;u;e;●;e;●;●;●;●;●;●;;Euras (Hol);H
Crepis terglouensis;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Alp;S
Crepis vesicaria subsp. taraxacifolia;n;;;;;;;;;u;u;;u;;u;e?;u;u;;;;H
Crocus banaticus;n;;;;;;;;;;;;;;;;;;le;;;S
Crocus exiguus;NT;3;-1;-1;●;;;VU;;;;;;●;●;;;;;;Eur;S
Crocus heuffelianus;n;;;;;;;;;;;;;;;;;;le;;;S
Crocus neapolitanus;NT;2;0;-1;●;;;;;;;u;u;;;?;●;;;;Eur;S
Crocus neglectus;n;;;;;;;;;;u;;le?;;;le?;;;;;;S
Crocus tommasinianus;n;;;;;;;;;;u;u;le?;;u;u;u;u;;;;S
Crocus vernus s.orig.;LC;5;-2;-1;●;CR;CR;;;●;●;●;●;●;●;●;●;;●;;Eur;S
Cruciata laevipes;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur;S
Cruciata pedemontana;VU;2;-1;-1;●;EN;;CR;●;;;;;;;–;●;●;●;;Euras (Hol);H
Cruciata verna;LC;4;0;-1;●;EN;EN;●;VU;u;e;●;●;●;●;●;●;●;●;;Euras;S
Cryptocoryne balansae;n;;;;;;;;;;;;;le?;;;;;;;;S
Cryptocoryne wendtii;n;;;;;;;;;;;;;le?;;;;;;;;S
Cryptogramma crispa;LC;3;0;0;●;;;;;●;●;●;●;●;●;;;;;;Hol;S
Cryptotaenia canadensis;n;;;;;;;;;;;;;;le;;;;;;;S
Cuscuta campestris;n;;;;;;;;;u;;;u;u;u;e?;e;e;e;;;H
Cuscuta epilinum;RE;†;†;†;RE;RE;RE;RE;RE;†;†;†;†;†;†;†;†;†;†;;Euras;H
Cuscuta epithymum;NT;4;-1;-2;●;VU;VU;VU;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Cuscuta europaea;LC;4;0;-1;●;●;●;●;NT;●;●;●;●;●;●;●;●;●;●;;Euras;H
Cuscuta lupuliformis;CR;1;-2;-2;;;;;●;;;;;;–;–;●;†?;?;;Euras;H
Cyclamen purpurascens;LC;4;0;0;●;VU;VU;●;NT;●;●;●;●;●;●;●;●;●;●;;Eur;S
Cymbalaria muralis;n;;;;;;;;;e;e;e;e;e;e;e;e;e;e;;;S
Cynodon dactylon;LC;3;1;0;RE*,n;●;n;●;●;†*;e;u;u;le;●;e;●;●;●;;Kosm;S
Cynoglossum germanicum;EN;1;-1;-1;●;;;;CR;†?*;;;;;†*;;●;●;;;Eur;H
Cynoglossum hungaricum;EN;2;-2;-1;;●;;;●;;;;;;;;●;u;●;;Eur;H
Cynoglossum officinale;LC;4;-1;0;VU;●;VU;CR;●;●;●;●;●;●;●;●;●;●;●;;Euras (Hol);H
Cynosurus cristatus;LC;5;-1;-1;●;●;●;●;VU;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);S
Cyperus esculentus;n;;;;;;;;;u;u;;u;e;e;le?;le?;u;e;;;S
Cyperus flavescens;EN;2;-2;-1;●;CR;●;CR;CR;●;●;†;●;●;●;●;●;●;†?;;Kosm;H
Cyperus fuscus;LC;4;-1;-1;NT;EN;NT;NT;●;●;●;●;●;●;●;●;●;●;●;;Euras;H
Cyperus longus;CR;1;-3;-1;n;;n;;●;u;u;;u;;;u;●;u;;D;Kosm;S
Cyperus michelianus;EN;2;-2;-1;CR;;;●;●;;;;;●;●;–;●;†;●;;Kosm;H
Cyperus pannonicus;EN;2;-2;-2;;;;;●;;;;;;;;†;;●;D;Euras;S
Cypripedium calceolus;NT;4;-1;-2;●;EN;EN;CR;EN;●;●;●;●;●;●;●;●;●;●;;Hol;S
Cystopteris alpina;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Cystopteris dickieana;DD;?;?;?;●;;;;;;;;†;;;;;;;;Hol;S
Cystopteris fragilis s.str.;LC;5;0;0;●;●;●;●;VU;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Cystopteris montana;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Hol;S
Cystopteris sudetica;RE;†;†;†;RE;;;;;†;;;;;;;†;;;;Euras;S
Cytisus austriacus;VU;3;-2;-2;;RE;RE;;●;;;;–;;;†;●;●;●;;Eur;B
Cytisus hirsutus subsp. ciliatus;VU;2;-1;-1;●;;;●;;;;;;?;●;;;;?;;Eur;B
Cytisus hirsutus subsp. hirsutus;NT;3;-1;-1;●;;;●;;;;;;●;●;–;?;;●;;Eur;B
Cytisus nigricans;LC;4;-1;-1;●;●;EN;●;●;;;;†;●;●;●;●;●;●;;Eur;B
Cytisus procumbens;EN;2;-2;-2;;;;;●;;;;;;;;●;●;;;Eur;B
Cytisus purpureus;LC;2;0;0;●;;;;;le?;;;;●;;;u;u;;;Eur;B
Cytisus ratisbonensis;VU;3;-2;-1;●;●;EN;EN;●;;;;–;;;●;●;●;●;;Eur;B
Cytisus scoparius;n;;;;;;;;;u;e;u;u;e;e;e;e;u;e;;;B
Cytisus supinus;NT;4;-1;-2;●;VU;EN;●;VU;;;;●;●;●;●;●;●;●;;Eur;B
Dactylis glomerata subsp. glomerata;LC;5;1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);S
Dactylis glomerata subsp. reichenbachii;G;1;?;?;●;;;;;;●;;;;;;;;;;Eur;S
Dactylis polygama;LC;3;0;-1;●;●;VU;VU;●;●;;;●;●;●;●;●;●;●;;Eur;S
Dactylorhiza cruenta;CR;1;?;-3;●;;;;;;?;●;?;–;;–;;;;;Euras;S
Dactylorhiza fuchsii;LC;5;-1;-1;●;VU;VU;VU;EN;●;●;●;●;●;●;●;●;●;●;;Euras;S
Dactylorhiza incarnata s.str.;VU;3;-2;-2;●;EN;EN;EN;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Dactylorhiza lapponica;VU;2;-1;-1;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Dactylorhiza majalis s.str.;NT;4;-2;-1;●;VU;VU;VU;EN;●;●;●;●;●;●;●;●;●;●;;Eur;S
Dactylorhiza ochroleuca;CR;1;-2;-2;●;;●;;RE?;●;;;●;;;●;●;;;;Eur;S
Dactylorhiza sambucina;VU;3;-2;-1;●;EN;RE;RE?;CR;–;●;●;●;●;●;●;●;●;†?;;Eur;S
Dactylorhiza traunsteineri;EN;2;-2;-2;●;;CR;;CR;●;●;–;●;●;●;●;●;;●;;Euras;S
Danthonia alpina;EN;1;-1;-1;●;;;;●;;;;;;;;●;●;●;;Eur;S
Danthonia decumbens;NT;4;-2;-1;●;VU;VU;VU;EN;●;●;●;●;●;●;●;●;●;●;;Eur;S
Daphne alpina subsp. scopoliana;LC;1;0;0;●;;;;;;;;;●;;;;;;;Eur;B
Daphne cneorum;NT;3;-1;-1;●;;CR;CR;VU;;;;;●;●;●;●;●;●;;Eur;B
Daphne laureola;LC;3;0;0;●;;;;●;●*;;;;●;●;●;●;●;;;Eur;B
Daphne mezereum;LC;5;0;-1;●;NT;●;●;VU;●;●;●;●;●;●;●;●;●;●;;Euras;B
Daphne striata;LC;3;0;0;●;;;;;●;●;●;;●;●;–;;;;;Alp;B
Datura stramonium;n;;;;;;;;;le;e;e;e;e;e;e;e;e;e;;;H
Daucus carota;LC;5;-1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Delphinium consolida subsp. consolida;LC;4;-1;-1;EN;●;EN;EN;●;†,u;●;u;u;u;●;●;●;●;●;;Euras;H
Delphinium consolida subsp. paniculatum;G;?;?;?;?;?;;?;?;;;;;?;?;;?;?;?;;Eur;H
Delphinium elatum subsp. austriacum;NT;2;0;-1;●;;;;;;;;●;●;●;;;;;E;ZE-Alp!;S
Delphinium elatum subsp. elatum s.lat.;VU;1;0;-1;●;;;;;;;;;;●;;;;;;Euras;S
Delphinium hispanicum;n;;;;;;;;;u;u;;;u;u;le?;e;e;u;;;H
Deschampsia cespitosa s.str.;LC;5;0;0;●;●;●;●;NT;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Deschampsia rhenana;CR;1;-3;-3;●;;;;;●;;;;;;;;;;V;Eur;S
Descurainia sophia;LC;4;0;0;●;●;●;●;●;u;●;●;u;●;●;●;●;●;●;;Euras (Kosm);H
Deutzia crenata;n;;;;;;;;;u;u;u;e?;;e?;u;u;u;u;;;B
Dianthus alpinus;LC;3;0;0;●;;;;;le;;;;?;●;●;●;;;E;NE-Alp!;S
Dianthus armeria;NT;3;-1;-1;VU;EN;VU;●;●;u;u;●*;u;●;●;●;●;●;●;;Eur (Kosm);H
Dianthus barbatus;NT;3;-1;-1;●;n;n;VU;n;u;u;●;u;●;●;le;u;u;●;;Eur (Kosm);S
Dianthus carthusianorum subsp. capillifrons;VU;1;0;-1;●;●;;;;;;;;;●;;●;;●;;Eur;S
Dianthus carthusianorum subsp. carthusianorum;NT;4;-2;-1;●;VU;VU;VU;●;u;●;u;●;●;●;●;●;●;●;;Eur;S
Dianthus carthusianorum subsp. latifolius;DD;?;?;?;●;;;;;;;;●;;●;●;●;;;;Eur;S
Dianthus collinus;CR;1;-2;-3;;;;;●;;;;;;;–;●;;;;Eur;S
Dianthus deltoides;NT;4;-2;-2;VU;●;EN;VU;EN;●;●;●;●;●;●;●;●;●;●;;Euras (Hol);S
Dianthus glacialis;LC;3;0;0;●;;;;;;●;●;●;●;●;–;;;;;Eur;S
Dianthus plumarius subsp. blandus;LC;2;0;0;●;;CR;;;;;;●;;●;●;;;;E;NE-Alp!;S
Dianthus plumarius subsp. hoppei;VU;2;-1;-1;●;;;;;;;;;●;●;–;;;;S;E-Alp;S
Dianthus plumarius subsp. neilreichii;CR;1;-1;-2;●;;;;●;;;;;;;;●;;;E;NE-Alp*!;S
Dianthus plumarius subsp. plumarius;VU;1;0;-1;;;;;●;;;;;;;;●;;;;Eur;S
Dianthus pontederae;VU;3;-2;-1;?;?;?;EN;●;;;;;;;?;●;●;●;;Eur;S
Dianthus serotinus;CR;1;-2;-3;;;;;●;;;;;;;;●;;;;Eur;S
Dianthus sternbergii;LC;2;0;0;●;;;;;;;;●;●;●;–;;;;;E-Alp;S
Dianthus superbus subsp. alpestris;NT;3;-1;-1;●;;;;;?;;●;●;●;●;;;;;;Eur;S
Dianthus superbus subsp. superbus;EN;2;-2;-2;●;●;CR;●;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Dianthus sylvaticus;VU;1;0;-1;●;;;;;●;;;;;;;;;;;Eur;S
Dianthus sylvestris;LC;3;0;0;●;;;;;●;●;●;●;●;;–;;;;;Eur;S
Dichanthelium acuminatum;n;;;;;;;;;le;;;;;;;;;;;;S
Dichodon cerastoides;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Hol;S
Dichodon viscidum;EN;2;-1;-2;;n;;RE?*,n;●;;;;;;u;–;●;†;●;;Euras (Hol);H
Dichoropetalum carvifolia;VU;3;-2;-1;●;;RE;●;EN;;;;;●;●;†;●;●;●;;Eur;S
Dictamnus albus;VU;2;-1;-1;●;●;;EN;●;;;;;;;–;●;●;●;;Euras;S
Digitalis grandiflora;LC;5;0;-1;●;●;VU;VU;VU;●;●;●;●;●;●;●;●;●;●;;Eur (Hol);S
Digitalis lanata;n;;;;;;;;;;;;;;;;le;u;u;;;S
Digitalis lutea;NT;2;0;-1;●;n;;;;●;●;;;;u;e;u;;;;Eur;S
Digitalis purpurea;n;;;;;;;;;u;u;u;le;u;e;e;e;u;le;;;S
Digitaria ischaemum;LC;4;1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Hol (Kosm);H
Digitaria sanguinalis;LC;4;1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;H
Dioscorea communis;NT;2;0;-1;VU;;;●;;●;;;;;●;;;;;;Eur;S
Diphasiastrum alpinum;LC;4;0;0;●;CR;CR;;;●;●;●;●;●;●;●;●;;;;Hol;S
Diphasiastrum complanatum s.str.;VU;3;-2;-1;●;CR;CR;EN;;†;●;●;●;●;●;●;●;;●;;Kosm;S
Diphasiastrum tristachyum;CR;1;-1;-2;●;●;;;;;●;;;†;;●;;;;;Hol;S
Diphasiastrum x issleri;NT;2;1;-1;●;CR;CR;;;●;●;●;●;●;●;●;●;;;;Eur?;S
Diphasiastrum x oellgaardii;CR;1;?;-2;●;●;;;;;●;;●;;;●;;;;;Eur;S
Diphasiastrum x zeilleri;CR;1;-1;-2;RE;●;;;;;;–;;;†;●;;;;;Hol;S
Diplotaxis muralis;NT;3;-1;-1;●;EN;EN;●;VU;●*;e;u;e;●;●;●*;●;●;●;;Eur (Kosm);H
Diplotaxis tenuifolia;LC;4;1;0;●;●;●;●;●;●*;●*;●*;e;●;●;e;●;●;●;;Eur (Kosm);S
Dipsacus fullonum;LC;4;1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);H
Dipsacus laciniatus;LC;3;0;0;n;n;RE,n;●;●;u;e;u;u;u;●;†,u;●;●;●;;Euras (Hol);H
Dipsacus pilosus;LC;3;0;-1;VU;CR;●;CR;●;●;●;;●*;u;●;●;●;●;●;;Eur;H
Dipsacus strigosus;n;;;;;;;;;;le;;e?;;u;u;u;e?;u;;;H
Dittrichia graveolens;n;;;;;;;;;e;e;u;e;e;e;e;e;e;e;;;H
Doronicum austriacum;LC;4;0;0;●;VU;;VU;;;●;●;●;●;●;●;●;;●;;Eur;S
Doronicum cataractarum;EN;1;-1;-1;●;;;;;;;;;●;●;;;;;E;ZE-Alp*!;S
Doronicum clusii s.str.;LC;3;0;0;●;;;;;●;●;●;●;●;;–;;;;;Eur;S
Doronicum columnae;LC;2;0;0;●;;;;;le;●;●;●;●;u;;u;u;;;Eur;S
Doronicum glaciale subsp. calcareum;LC;2;0;0;●;;;;;;;;;;●;;●;;;E;NE-Alp!;S
Doronicum glaciale subsp. glaciale;LC;3;0;0;●;;;;;;●;●;●;●;●;●;?;;;S;E-Alp;S
Doronicum grandiflorum;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Doronicum pardalianches;n;;;;;;;;;;;;–;;;le;le;u;le;;;S
Doronicum stiriacum;LC;2;0;0;●;;;;;;;;●;●;●;;;;;;Eur;S
Draba aizoides subsp. aizoides;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Draba aizoides subsp. beckeri;NT;2;0;-1;●;;;;;;;;;;●;;●;;;S;Eur;S
Draba aspera;EN;1;0;-2;●;;;;;;;;;●;;;;;;D;Eur;S
Draba boerhaavii;DD;?;?;?;●;●;●;n;●;●;u;u;u;;?;●;●;●;●;;Eur;H
Draba dolomitica;EN;1;0;-2;●;;;;;;●;;;;;;;;;V;SE-Alp;S
Draba dubia;LC;3;0;0;●;;;;;●;●;●;●;●;●;;;;;;Eur;S
Draba fladnizensis;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;;;;;Hol;S
Draba hoppeana;LC;2;0;0;●;;;;;;●;●;●;●;●;;;;;;Alp;S
Draba lasiocarpa;EN;1;-1;-1;●;;;;;;;;;;;;●;;;;Eur;S
Draba muralis;n;;;;;;;;;;u;;le;u;u;e;le;u;le;;;H
Draba nemorosa;LC;2;1;1;n;n;;n;●;;e;e;le;e?;e;;●;●;●;;Hol;H
Draba norvegica;CR;1;-2;-2;●;;;;;;;;;;●;;u?;;;D;Hol;S
Draba pacheri;EN;1;-1;-1;●;;;;;;;–;●;●;●;;;;;S;Eur;S
Draba praecox;LC;2;?;0;●;●;●;;●;?;?;;e;–;●;●;●;●;●;;Eur;H
Draba sauteri;LC;2;0;0;●;;;;;;;;●;;●;●;;;;S;NE-Alp;S
Draba siliquosa;LC;3;0;0;●;;;;;●;●;●;●;●;●;–;;;;;Eur;S
Draba stellata;LC;2;0;0;●;;;;;;;;;;●;●;●;;;E;NE-Alp!;S
Draba thomasii;VU;1;0;-1;●;;;;;●;●;;;–;†?;;;;;;Eur;S
Draba tomentosa;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;;;;;Eur;S
Draba verna s.str.;LC;4;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);H
Dracocephalum austriacum;CR;1;-2;-1;●;;;;●;;;;;;;;●;;;D;Eur;S
Dracocephalum ruyschiana;EN;1;-1;-1;●;;;;;;●;●;;●;;;;;;V;Euras;S
Drosera anglica;EN;2;-2;-2;●;CR;●;;;●;●;●;●;●;●;●;†;;;;Hol;S
Drosera intermedia;EN;2;-1;-2;●;;●;;;●;●;–;●;●;●;●;;;;;Hol;S
Drosera rotundifolia;VU;3;-3;-1;●;EN;●;CR;;●;●;●;●;●;●;●;●;;†;;Hol;S
Drosera x obovata;EN;2;-1;-2;●;CR;CR;;;●;●;●;●;●;●;●;●;;;;Hol;S
Dryas octopetala;LC;4;0;0;●;;f;;;●;●;●;●;●;●;●;●;;;;Hol;S
Drymocallis rupestris;VU;3;-2;-1;●;●;RE?;EN;●;–;●;●;●;●;●;†;●;●;●;;Eur;S
Drymochloa drymeja;LC;3;0;-1;●;VU;;VU;VU;;;;;;●;–;●;●;●;;Eur;S
Drymochloa sylvatica;LC;4;0;-1;●;●;NT;n;n;●;●;●;●;●;●;●;●;;●;;Euras;S
Dryopteris affinis s.str.;G;?;?;?;●;;●;;;●;●;●;●;;●;;;;;;Eur;S
Dryopteris borreri;LC;4;0;0;●;●;●;●;CR*;●;●;●;●;●;●;●;●;●;●;;Eur;S
Dryopteris cambrensis subsp. insubrica;LC;3;0;0;●;VU;VU;;;●;●;●;●;●;●;●;;;●;;Eur;S
Dryopteris carthusiana s.str.;LC;4;0;0;●;●;●;●;VU;●;●;●;●;●;●;●;●;●;●;;Hol;S
Dryopteris cristata;EN;2;-2;-2;●;;CR;CR;;†;●;†;●;●;●;●;;;†?;;Hol;S
