"taxon";"rl";"a";"b";"r";"rl.al";"rl.bm";"rl.nv";"rl.sv";"rl.pa";"o.v";"o.nt";"o.ot";"o.s";"o.k";"o.st";"o.o";"o.n";"o.w";"o.b";"responsibility";"distribution";"lifeform"
"Hypericum hirsutum";"LC";"5";"0";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Hypericum humifusum";"LC";"4";"-1";"0";"NT";"NT";"LC";"LC";"VU";"#";"#";"";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"H"
"Hypericum maculatum s.str.";"LC";"5";"-1";"-1";"LC";"LC";"NT";"VU";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Hypericum montanum";"LC";"4";"0";"-1";"LC";"LC";"VU";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Hypericum perforatum";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"S"
"Hypericum pulchrum";"CR";"1";"-1";"-2";"";"";"CR";"";"";"";"";"";"";"";"";"#";"u";"";"";"";"Eur";"S"
"Hypericum tetrapterum";"LC";"4";"-1";"-1";"LC";"VU";"LC";"LC";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Hypochaeris glabra";"RE";"+";"+";"+";"RE";"RE";"RE";"";"";"";"";"";"–";"";"";"+";"+";"+";"";"";"Eur (Kosm)";"H"
"Hypochaeris maculata";"EN";"3";"-3";"-2";"EN";"EN";"RE";"EN";"EN";"#";"#";"–";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Hypochaeris radicata";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"S"
"Hypochaeris uniflora";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"–";"";"";"";"";"Eur";"S"
"Hypopitys hypophegea";"VU";"2";"-1";"-1";"VU";"CR";"CR";"VU";"CR";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur?";"S"
"Hypopitys monotropa s.str.";"LC";"4";"0";"0";"LC";"VU";"EN";"VU";"EN";"#";"#";"#";"#";"#";"#";"#";"#";"";"#";"";"Kosm";"S"
"Hyssopus officinalis";"n";"";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"u";"u";"u";"u";"le";"";"";"S"
"Iberis pinnata";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"u";"";"e";"u";"";"";"";"H"
"Iberis umbellata";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"le";"u";"u";"u";"u";"u";"u";"";"";"H"
"Ilex aquifolium";"NT";"3";"-1";"-1";"NT";"n";"n";"n";"n";"#";"#";"";"#";"";"#";"#";"#";"u";"#";"";"Eur";"B"
"Illecebrum verticillatum";"CR";"1";"-3";"-3";"";"CR";"";"";"";"";"";"";"";"";"";"";"#";"";"";"";"Eur";"H"
"Impatiens glandulifera";"n";"";"";"";"";"";"";"";"";"e";"e";"e";"e";"e";"e";"e";"e";"e";"e";"";"";"H"
"Impatiens noli-tangere";"LC";"5";"-1";"-1";"LC";"LC";"LC";"LC";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Hol";"H"
"Impatiens parviflora";"n";"";"";"";"";"";"";"";"";"e";"e";"e";"e";"e";"e";"e";"e";"e";"e";"";"";"H"
"Inula helenium";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"le?";"le?";"u";"le?";"u";"u";"";"";"S"
"Iris germanica";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"e";"u";"u";"u";"e";"u";"e";"";"";"S"
"Iris graminea";"VU";"2";"-1";"-1";"VU";"RE";"RE";"";"VU";"";"";"";"";"#";"#";"+";"#";"#";"#";"";"Eur";"S"
"Iris humilis subsp. arenaria";"EN";"1";"-1";"-1";"";"";"";"";"EN";"";"";"";"";"";"";"";"#";"";"";"D";"Eur";"S"
"Iris pseudacorus";"LC";"4";"-1";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"S"
"Iris pumila";"VU";"2";"-1";"-1";"";"EN";"RE";"";"VU";"";"";"";"u";"";"";"+";"#";"#";"#";"";"Euras";"S"
"Iris sambucina";"n";"";"";"";"";"";"";"";"";"u";"";"u";"";"";"u";"le";"u";"u";"u";"";"";"S"
"Iris sibirica";"VU";"3";"-3";"-1";"VU";"EN";"EN";"VU";"EN";"#";"#";"–";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Iris spuria";"EN";"2";"-2";"-1";"";"";"";"";"EN";"";"";"";"";"";"";"–";"#";"u?";"#";"";"Eur";"S"
"Iris variegata";"VU";"2";"-1";"-1";"n";"EN";"RE";"EN";"VU";"";"";"";"";"e?";"";"–";"#";"#";"#";"";"Eur";"S"
"Isatis tinctoria";"LC";"2";"1";"0";"n";"n";"n";"n";"LC";"u";"e";"–";"";"le?";"u";"u";"#*";"#*";"#*";"";"Eur (Hol)";"H"
"Isolepis setacea";"VU";"3";"-2";"-1";"VU";"VU";"EN";"CR";"CR";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Kosm";"H"
"Isopyrum thalictroides";"LC";"3";"0";"-1";"LC";"VU";"VU";"NT";"LC";"";"";"–";"u";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Jasione montana";"VU";"3";"-2";"-2";"VU";"VU";"CR";"CR";"EN";"+";"";"+";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"H"
"Jovibarba globifera subsp. arenaria";"LC";"3";"0";"0";"LC";"";"";"";"";"";"";"#";"#";"#";"#";"";"";"";"";"S";"E-Alp";"S"
"Jovibarba globifera subsp. glabrescens";"VU";"1";"0";"-1";"";"";"";"";"VU";"";"";"";"";"";"";"";"#";"";"";"";"Eur";"S"
"Jovibarba globifera subsp. globifera";"VU";"2";"-1";"-1";"";"VU";"";"";"EN";"";"";"";"";"";"";"#";"#";"";"";"";"Eur";"S"
"Jovibarba globifera subsp. hirta";"LC";"3";"0";"0";"LC";"LC";"";"";"VU";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Jovibarba globifera subsp. pseudohirta";"LC";"1";"0";"0";"LC";"";"";"";"";"";"";"#";"";"";"";"";"";"";"";"";"Alp";"S"
"Juglans nigra";"n";"";"";"";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"e";"u";"u";"";"";"B"
"Juglans regia";"n";"";"";"";"";"";"";"";"";"e";"e";"e";"e";"e";"e";"e";"e";"e";"e";"";"";"B"
"Juncus acutiflorus";"VU";"3";"-2";"-1";"VU";"EN";"VU";"?";"";"#";"#";"–";"#";"?";"#";"#";"#";"";"?";"";"Eur";"S"
"Juncus alpinoarticulatus";"LC";"4";"-1";"-1";"LC";"CR";"VU";"CR";"EN";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Hol";"S"
"Juncus arcticus";"EN";"1";"-1";"-1";"EN";"";"";"";"";"+";"#";"";"";"";"";"";"";"";"";"";"Hol";"S"
"Juncus articulatus";"LC";"5";"-1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Hol (Kosm)";"S"
"Juncus atratus";"CR";"1";"-3";"-3";"";"";"";"RE?";"CR";"";"";"";"–";"–";"";"";"#";"";"+?";"";"Euras";"S"
"Juncus biglumis";"EN";"1";"0";"-2";"EN";"";"";"";"";"";"";"";"#";"#";"";"";"";"";"";"D";"Hol";"S"
"Juncus bufonius s.str.";"LC";"4";"-1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Kosm";"H"
"Juncus bulbosus";"VU";"3";"-2";"-1";"EN";"VU";"VU";"CR";"f";"#";"+";"#";"#";"#";"#";"#";"#";"+";"?";"";"Hol";"S"
"Juncus capitatus";"RE?";"+?";"+?";"+?";"RE";"RE?";"";"";"";"";"";"";"";"";"+";"–";"+?";"";"";"";"Kosm";"H"
"Juncus castaneus";"VU";"2";"-1";"-1";"VU";"";"";"";"";"";"#";"–";"#";"#";"#";"";"";"";"";"";"Hol";"S"
"Juncus compressus s.str.";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"S"
"Juncus conglomeratus";"NT";"4";"-2";"-1";"NT";"VU";"NT";"NT";"EN";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Juncus dudleyi";"n";"";"";"";"";"";"";"";"";"le";"";"";"";"";"";"";"";"";"";"";"";"S"
"Juncus effusus";"LC";"5";"-1";"0";"LC";"LC";"LC";"LC";"NT";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Kosm";"S"
"Juncus ensifolius";"n";"";"";"";"";"";"";"";"";"u";"u";"";"le";"le";"u";"u";"";"";"";"";"";"S"
"Juncus filiformis";"LC";"5";"-1";"-1";"LC";"VU";"VU";"EN";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"+?";"";"Hol";"S"
"Juncus gerardii";"VU";"3";"-2";"-1";"RE?";"";"RE";"";"VU";"";"";"";"–";"";"";"";"#";"#";"#";"";"Hol (Kosm)";"S"
"Juncus inflexus";"LC";"5";"-1";"0";"LC";"VU";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"S"
"Juncus jacquinii";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Juncus maritimus";"VU";"1";"1";"-1";"";"";"";"";"VU";"";"";"";"";"";"";"";"";"";"#";"";"Kosm";"S"
"Juncus ranarius";"VU";"2";"-1";"-1";"EN";"n";"VU";"";"VU";"";"";"";"";"";"";"#*";"#";"#";"#";"";"Kosm";"H"
"Juncus sphaerocarpus";"VU";"2";"-1";"-1";"VU";"";"";"";"VU";"";"";"";"";"";"";"?";"#";"#";"#";"";"Euras (Hol)";"H"
"Juncus squarrosus";"CR";"2";"-3";"-2";"CR";"CR";"RE";"";"";"#";"";"";"#";"";"#";"#";"#";"";"";"";"Eur";"S"
"Juncus subnodulosus";"VU";"3";"-2";"-1";"VU";"RE";"EN";"";"VU";"#";"#";"–";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Juncus tenageia";"CR";"1";"-3";"-2";"";"CR";"";"";"";"";"–";"";"–";"";"";"–";"#";"";"–";"";"Eur";"H"
"Juncus tenuis";"n";"";"";"";"";"";"";"";"";"e";"e";"e";"e";"e";"e";"e";"e";"e";"e";"";"";"S"
"Juncus triglumis";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"";"";"";"";"Hol";"S"
"Juniperus communis subsp. communis";"NT";"4";"-2";"-1";"NT";"EN";"EN";"EN";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Hol";"B"
"Juniperus communis subsp. nana";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Hol";"B"
"Juniperus sabina";"LC";"3";"0";"-1";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Euras";"B"
"Jurinea mollis";"VU";"2";"-1";"-1";"";"";"";"";"VU";"";"";"";"";"";"";"–";"#";"#";"#";"";"Eur";"S"
"Kadenia dubia";"EN";"2";"-2";"-1";"";"CR";"";"";"EN";"";"";"";"";"";"";"";"#";"";"#";"";"Euras";"S"
"Kalmia angustifolia";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"le";"";"";"";"";"";"S"
"Kalmia procumbens";"LC";"4";"0";"0";"LC";"";"f";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Hol";"B"
"Kernera saxatilis";"LC";"4";"0";"0";"LC";"";"CR";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Kickxia elatine";"VU";"3";"-2";"-1";"EN";"CR";"EN";"EN";"VU";"u";"";"";"u";"u";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Kickxia spuria";"VU";"3";"-2";"-1";"EN";"CR";"EN";"CR";"VU";"+";"";"";"u";"u";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Klasea lycopifolia";"EN";"1";"-1";"-1";"CR";"";"";"";"EN";"";"";"";"";"";"";"";"#";"";"";"V";"Euras";"S"
"Klasea quinquefolia";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"le";"";"";"";"S"
"Knautia arvensis subsp. arvensis";"LC";"5";"-1";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"S"
"Knautia arvensis subsp. pannonica";"G";"?";"?";"?";"G";"";"G";"";"G";"";"";"";"";"";"";"u";"#";"#";"#";"";"Eur";"S"
"Knautia carinthiaca s.str.";"EN";"1";"0";"-2";"EN";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"E";"ZE-Alp*!";"S"
"Knautia drymeia";"LC";"4";"0";"0";"LC";"LC";"";"LC";"LC";"";"–";"#";"#";"#";"#";"–";"#";"#";"#";"";"Eur";"S"
"Knautia kitaibelii";"RE?";"+?";"+?";"+?";"";"";"";"";"RE?";"";"";"";"";"";"";"";"+?";"";"+?";"";"Eur";"S"
"Knautia longifolia";"LC";"3";"0";"0";"LC";"";"";"";"";"";"#";"#";"#";"#";"";"–";"";"";"";"";"Eur";"S"
"Knautia maxima";"LC";"5";"0";"0";"LC";"LC";"LC";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"?";"";"Eur";"S"
"Knautia norica";"VU";"2";"-1";"-1";"VU";"";"";"";"";"";"";"";"";"#";"#";"";"";"";"";"E";"ZE-Alp!";"S"
"Koeleria eriostachya";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"#";"";"#";"";"";"";"";"";"";"Eur";"S"
"Koeleria glauca";"RE?";"+?";"+?";"+?";"";"";"n";"";"RE?";"";"";"";"u";"";"";"";"+?";"";"";"";"Euras";"S"
"Koeleria hirsuta";"VU";"2";"-1";"-1";"VU";"";"";"";"";"";"#";"";"";"#";"";"";"";"";"";"";"Alp";"S"
"Koeleria macrantha";"VU";"3";"-2";"-1";"EN";"VU";"EN";"EN";"VU";"";"#";"";"#";"#";"#";"#";"#";"#";"#";"";"Kosm";"S"
"Koeleria pyramidata ""var. pubiculmis""";"VU";"1";"0";"-1";"VU";"?";"";"";"";"";"";"";"";"";"#";"";"?";"";"#";"";"Eur?";"S"
"Koeleria pyramidata var. pyramidata";"NT";"4";"-2";"-1";"NT";"VU";"VU";"EN";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Koenigia alpina";"VU";"1";"0";"-1";"VU";"";"";"";"";"";"";"";"u";"";"#";"";"";"";"";"";"Euras";"S"
"Koenigia polystachya";"n";"";"";"";"";"";"";"";"";"u";"le";"";"u";"u";"u";"e";"le";"";"";"";"";"S"
"Krascheninnikovia ceratoides";"EN";"1";"-1";"-1";"";"";"";"";"EN";"";"";"";"";"";"";"–";"#";"";"";"D";"Euras";"B"
"Laburnum alpinum";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"";"#";"le";"";"u";"";"";"";"Eur";"B"
"Laburnum anagyroides";"n";"";"";"";"";"";"";"";"";"";"u";"u";"le";"le";"e";"u";"e";"e";"e";"";"";"B"
"Lactuca muralis";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"S"
"Lactuca perennis";"LC";"2";"0";"0";"LC";"";"";"";"";"";"#";"";"";"#";"";"";"";"";"";"";"Eur";"S"
"Lactuca quercina";"NT";"3";"-1";"-1";"";"VU";"";"";"NT";"";"";"";"";"";"";"";"#";"#";"#";"";"Eur";"H"
"Lactuca saligna";"VU";"2";"-1";"-1";"VU";"";"";"VU";"VU";"";"";"";"";"";"#*";"–";"#";"#";"#";"";"Euras (Kosm)";"H"
"Lactuca serriola";"LC";"5";"1";"1";"LC";"LC";"LC";"LC";"LC";"#";"e";"e";"e";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Lactuca tatarica";"n";"";"";"";"";"";"";"";"";"";"";"";"u";"";"";"";"le?";"";"";"";"";"H"
"Lactuca viminea";"VU";"2";"-1";"0";"";"VU";"";"";"VU";"";"";"";"";"";"";"–";"#";"#";"#";"";"Euras";"H"
"Lactuca virosa";"CR";"1";"-2";"-2";"CR";"";"";"";"n";"";"";"";"";"";"#*";"";"";"u";"";"";"Eur (Hol)";"H"
"Lamium album";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"S"
"Lamium amplexicaule";"LC";"4";"-1";"0";"VU";"LC";"LC";"VU";"LC";"#";"#";"#*";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Lamium maculatum";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Hol)";"S"
"Lamium orvala";"LC";"2";"0";"0";"LC";"";"n";"";"n";"";"";"–";"le";"#";"#";"u";"";"le?";"";"";"Eur";"S"
"Lamium purpureum";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Lappula squarrosa";"NT";"3";"-1";"0";"VU";"EN";"RE";"RE";"NT";"#";"#";"?";"#*";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"H"
"Lapsana communis";"LC";"5";"1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Larix decidua";"LC";"5";"1";"0";"LC";"n";"n";"n";"n";"#";"#";"#";"#";"#";"#";"#";"#";"u";"e?";"";"Eur (Hol)";"B"
"Laser archangelica";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"le";"";"";"";"";"";"H"
"Laser trilobum";"NT";"2";"0";"-1";"VU";"";"";"";"NT";"";"";"";"";"–";"#";"–";"#";"#";"#";"";"Eur";"S"
"Laserpitium halleri";"LC";"2";"0";"0";"LC";"";"";"";"";"#";"#";"";"";"";"";"";"";"";"";"";"Alp";"S"
"Laserpitium krapfii subsp. gaudinii";"LC";"1";"0";"0";"LC";"";"";"";"";"";"#";"";"";"";"";"";"";"";"";"";"Eur";"S"
"Laserpitium latifolium";"LC";"4";"0";"0";"LC";"VU";"VU";"EN";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"";"#";"";"Eur";"S"
"Laserpitium peucedanoides";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"+?";"";"#";"";"";"";"";"";"";"Eur";"S"
"Lathraea squamaria";"LC";"4";"0";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Lathyrus aphaca";"n";"";"";"";"";"";"";"";"";"u";"u";"";"u";"u";"u";"u";"e";"e";"e";"";"";"H"
"Lathyrus heterophyllus";"VU";"2";"-1";"-1";"VU";"";"";"";"";"#";"#";"#";"";"#";"#";"";"";"";"";"";"Eur";"S"
"Lathyrus hirsutus";"VU";"2";"-1";"-1";"n";"EN*";"n";"EN*";"VU";"u";"u";"";"u";"u";"#*";"u";"#*";"#*";"#*";"";"Euras (Hol)";"H"
"Lathyrus laevigatus subsp. laevigatus";"CR";"1";"-2";"-1";"CR";"";"";"CR";"";"";"";"";"";"#";"#";"";"";"";"";"";"Eur";"S"
"Lathyrus laevigatus subsp. occidentalis";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"";"";"?";"";"Eur";"S"
"Lathyrus latifolius";"NT";"3";"-1";"-1";"NT";"VU";"n";"n";"NT";"u";"le";"u";"u";"u";"u";"u";"#";"#";"#";"";"Eur (Kosm)";"S"
"Lathyrus linifolius";"NT";"3";"-1";"-1";"NT";"n";"RE";"NT";"VU";"";"#";"";"";"#";"#";"#*";"#";"";"#";"";"Eur";"S"
"Lathyrus niger";"LC";"4";"0";"0";"LC";"LC";"EN";"LC";"LC";"#";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Lathyrus nissolia";"EN";"2";"-2";"-2";"EN";"n";"";"EN";"EN";"";"";"";"u";"u";"#";"";"#";"#";"#";"";"Eur";"H"
"Lathyrus palustris";"EN";"2";"-2";"-2";"RE";"";"CR";"";"EN";"";"";"";"#";"+";"";"#";"#";"";"#";"";"Hol";"S"
"Lathyrus pannonicus subsp. collinus";"EN";"2";"-2";"-1";"EN";"";"";"";"EN";"";"";"";"";"";"";"";"#";"#";"#";"";"Eur";"S"
"Lathyrus pannonicus subsp. pannonicus";"EN";"2";"-2";"-1";"EN";"";"RE";"";"EN";"";"";"";"";"";"";"";"#";"#";"#";"";"Eur";"S"
"Lathyrus pratensis";"LC";"5";"-1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"S"
"Lathyrus sylvestris";"LC";"4";"-1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Lathyrus tuberosus";"LC";"4";"-1";"0";"NT";"LC";"LC";"LC";"LC";"u";"e";"u";"u";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"S"
"Lathyrus venetus";"EN";"1";"0";"-2";"EN";"";"";"";"";"";"";"";"";"";"";"";"#";"";"";"D";"Eur";"S"
"Lathyrus vernus";"LC";"4";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Leersia oryzoides";"LC";"3";"1";"0";"VU";"LC";"LC";"LC";"LC";"#";"#";"";"#";"#";"#";"#";"#";"#";"#";"";"Kosm";"S"
"Legousia speculum-veneris";"VU";"3";"-3";"-1";"EN";"EN";"VU";"EN";"EN";"#";"#";"+";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"H"
"Lemna gibba";"VU";"2";"-1";"0";"RE?";"EN";"VU";"CR";"VU";"?";"";"";"+";"#";"+?";"#";"#";"#";"#";"";"Kosm";"S"
"Lemna minor";"LC";"4";"-1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Kosm";"S"
"Lemna minuta";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"e?";"u";"u";"u";"";"";"S"
"Lemna trisulca";"VU";"2";"-1";"-1";"EN";"VU";"VU";"EN";"VU";"#";"";"";"#";"#";"#";"#";"#";"#";"#";"";"Kosm";"S"
"Lemna turionifera";"n";"";"";"";"";"";"";"";"";"?";"";"";"u";"";"";"le";"le?";"le?";"";"";"";"S"
"Leontodon hispidus subsp. dubius";"DD";"?";"?";"?";"DD";"";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"";"";"";"Eur";"S"
"Leontodon hispidus subsp. hispidus";"LC";"5";"-1";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Leontodon hispidus subsp. hyoseroides";"LC";"3";"0";"0";"LC";"";"LC";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Leontodon incanus";"LC";"4";"-1";"-1";"LC";"";"EN";"";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Leontodon saxatilis";"VU";"2";"-1";"0";"n";"n";"n";"n";"VU";"";"u";"";"u";"u";"e?";"e?";"#";"e";"#";"";"Eur (Kosm)";"S"
"Leontopodium alpinum";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"le";"#";"";"";"";"Eur";"S"
"Leonurus cardiaca subsp. cardiaca";"NT";"3";"-1";"-1";"NT";"EN";"CR";"EN";"NT";"+";"#";"#";"u";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"S"
"Leonurus cardiaca subsp. villosus";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"u";"u";"e?";"e";"e";"u";"";"";"S"
"Lepidium campestre";"LC";"4";"1";"0";"LC";"LC";"n";"LC";"LC";"e";"e?";"u";"e";"e";"#";"e";"#";"#";"#";"";"Eur (Kosm)";"H"
"Lepidium cartilagineum";"EN";"2";"-2";"-2";"";"";"";"";"EN";"";"";"";"";"";"";"";"";"";"#";"D";"Euras";"S"
"Lepidium coronopus";"EN";"2";"-2";"-1";"";"";"";"";"EN";"";"u";"u";"–";"";"u";"";"#";"#";"#";"";"Eur (Kosm)";"H"
"Lepidium densiflorum";"n";"";"";"";"";"";"";"";"";"le";"e";"le";"e";"e";"e";"e";"e";"e";"e";"";"";"H"
"Lepidium didymum";"n";"";"";"";"";"";"";"";"";"u";"e";"u";"u";"";"u";"u";"e?";"e?";"";"";"";"H"
"Lepidium draba";"LC";"4";"1";"0";"LC";"LC";"LC";"LC";"LC";"e";"e";"le";"e";"e";"#*";"e";"#";"#";"#";"";"Euras (Kosm)";"S"
"Lepidium latifolium";"RE,n";"+";"+";"+";"";"";"n";"";"RE*,n";"";"u";"";"";"u";"";"u";"+*,u";"u";"u";"";"Euras (Kosm)";"S"
"Lepidium perfoliatum";"CR";"1";"-2";"-2";"n";"";"n";"";"CR";"u";"u";"u";"u";"u";"u";"u";"+";"u";"#";"";"Euras (Kosm)";"H"
"Lepidium ruderale";"LC";"4";"1";"0";"LC";"LC";"LC";"LC";"LC";"u";"e";"u";"e";"e";"#";"#*";"#";"#";"#";"";"Euras (Kosm)";"H"
"Lepidium virginicum";"n";"";"";"";"";"";"";"";"";"e";"le";"u";"e";"le";"e";"e";"e";"le";"u";"";"";"H"
"Leucanthemopsis alpina subsp. alpina";"LC";"2";"0";"0";"LC";"";"";"";"";"#";"#";"";"";"";"";"";"";"";"";"";"Eur";"S"
"Leucanthemopsis alpina subsp. cuneifolia";"LC";"4";"0";"0";"LC";"";"";"";"";"";"#";"#";"#";"#";"#";"?";"";"";"";"";"E-Alp";"S"
"Leucanthemum adustum";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"";"";"";"";"";"";"";"";"";"Eur";"S"
"Leucanthemum atratum s.str.";"LC";"3";"0";"0";"LC";"";"";"";"";"";"";"";"";"";"#";"#";"#";"";"";"E";"NE-Alp!";"S"
"Leucanthemum gaudinii";"NT";"2";"0";"-1";"NT";"";"";"";"";"#";"";"#";"#";"#";"#";"#";"";"";"";"";"Eur";"S"
"Leucanthemum halleri";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"–";"#";"#";"#";"#";"";"";"";"";"Alp";"S"
"Leucanthemum heterophyllum";"LC";"2";"0";"0";"LC";"";"";"";"";"–";"–";"–";"";"#";"–";"";"";"";"";"";"Eur";"S"
"Leucanthemum ircutianum";"LC";"5";"-2";"-1";"LC";"LC";"LC";"LC";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Leucanthemum lithopolitanicum";"VU";"1";"0";"-1";"VU";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"";"SE-Alp*";"S"
